# Benchmark results
#
# Parameters:
#   * n_power
#   * over
#   * product states
#   * product transitions
# Results:
#   * memory peak
#   * quotient states
#   * quotient transitions
#   * time
#   * time (system)
#   * time (user)
#   * time (wall)
# Files:
#   * /home/fre/work/vaucanson/vaucanson/_build/src/bench/quotient/bench_quotient_bool_10.xml
#   * /home/fre/work/vaucanson/vaucanson/_build/src/bench/quotient/bench_quotient_bool_11.xml
#   * /home/fre/work/vaucanson/vaucanson/_build/src/bench/quotient/bench_quotient_bool_7.xml
#   * /home/fre/work/vaucanson/vaucanson/_build/src/bench/quotient/bench_quotient_bool_8.xml
#   * /home/fre/work/vaucanson/vaucanson/_build/src/bench/quotient/bench_quotient_bool_9.xml
#
10 B 1024 1107625 0 2 5 2344 24 2320 2459
11 B 2048 4371451 991203328 2 5 11212 1068 10144 232605
7 B 128 18571 0 2 5 36 4 32 37
8 B 256 72097 0 2 5 152 4 148 152
9 B 512 281827 0 2 5 592 12 580 623
