# Benchmark results
#
# Parameters:
#   * n_power
#   * over
#   * product states
#   * product transitions
# Results:
#   * quotient states
#   * quotient transitions
#   * time
#   * time (system)
#   * time (user)
#   * time (wall)
# Files:
#   * /home/fre/work/vaucanson/vaucanson/_build/src/bench/quotient/bench_quotient_bool_10.xml
#   * /home/fre/work/vaucanson/vaucanson/_build/src/bench/quotient/bench_quotient_bool_11.xml
#   * /home/fre/work/vaucanson/vaucanson/_build/src/bench/quotient/bench_quotient_bool_5.xml
#   * /home/fre/work/vaucanson/vaucanson/_build/src/bench/quotient/bench_quotient_bool_6.xml
#   * /home/fre/work/vaucanson/vaucanson/_build/src/bench/quotient/bench_quotient_bool_7.xml
#   * /home/fre/work/vaucanson/vaucanson/_build/src/bench/quotient/bench_quotient_bool_8.xml
#   * /home/fre/work/vaucanson/vaucanson/_build/src/bench/quotient/bench_quotient_bool_9.xml
#
10 B 1024 1107625 2 5 3293 24 3269 3439
11 B 2048 4371451 2 5 18399 609 17790 66300
5 B 32 1267 2 5 4 0 4 4
6 B 64 4825 2 5 12 0 12 16
7 B 128 18571 2 5 52 0 52 64
8 B 256 72097 2 5 204 4 200 215
9 B 512 281827 2 5 820 4 816 858
